,Unnamed: 0,track_id,genre_name,sample_start,acousticness,danceability,energy,valence,liveness
6435,6435,68nJayiMXiO8IBw75aDgDf,electronica,13,0.514,0.769,0.473,0.768,0.0879
6436,6436,7r5X8KL8y0CpZZErtmOmNo,folk,13,0.0302,0.45,0.802,0.748,0.295
6437,6437,455FnqcfxVyP7GRsqiK6Vo,funk,2,0.55,0.781,0.444,0.598,0.136
6438,6438,5s8IEEjgCTrujK3aUalvfF,metal,16,0.0109,0.38,0.938,0.604,0.366
6439,6439,1QxTt4vwhrZjeyR0ODInim,folk,23,0.037,0.715,0.478,0.857,0.0931
6440,6440,1mybvMm6SvXcc3fXqUqs9j,classical,18,0.979,0.18,0.0304,0.08,0.166
6441,6441,1tTPC0hsnXq1IGpvWY54JC,metal,14,2.3e-05,0.491,0.951,0.555,0.0424
6442,6442,66fnnX8Mvq71C8dYO4aWSt,metal,6,0.000258,0.462,0.976,0.4,0.334
6443,6443,0fnIK1sJO7YjINV3zFiPVW,orchestra,5,0.946,0.281,0.14,0.0937,0.0669
6444,6444,7M4VDk55yaOIgGNsIcOnRv,pop,18,0.428,0.764,0.635,0.619,0.323
6445,6445,5Jl0ln54x6dDlS8KVptqUM,country,13,0.197,0.462,0.439,0.181,0.108
6446,6446,3KPrKo09bwEfsxoOEBr5LG,funk,8,0.476,0.501,0.444,0.257,0.249
6447,6447,5D0DW5ulXw8pDjLkus1wvq,classical,16,0.936,0.204,0.13,0.084,0.0787
6448,6448,6hTcuIQa0sxrrByu9wTD7s,rock,24,0.00501,0.27,0.944,0.606,0.116
6449,6449,5dBIVp9LgbZU0M0dagFAlc,rap,0,0.0171,0.768,0.688,0.772,0.262
6450,6450,59ENhfT8TIFjB30TUVG4PA,rock,19,0.0877,0.453,0.757,0.755,0.242
6451,6451,5qW6ZYct54PhKliCntyxRX,folk,6,0.882,0.429,0.093,0.208,0.111
6452,6452,5ciOp5Z8FPIY3Khb28VskQ,reggae,15,0.000471,0.911,0.555,0.933,0.0871
6453,6453,6vtIPS9VtWwQUcpXVUK98w,reggae,14,0.0203,0.724,0.844,0.77,0.778
6454,6454,0F03VDveab1EdJgsLmOyXX,metal,14,0.00153,0.205,0.956,0.186,0.099
6455,6455,4EiZBnBOWr1RVsDew9zYOX,folk,11,0.119,0.68,0.723,0.676,0.359
6456,6456,65WcCntmbgseVc972gd4GT,electronica,12,0.021,0.573,0.969,0.775,0.119
6457,6457,5ffATJEFdrsKOoYlEwkthA,reggae,13,0.0965,0.699,0.593,0.961,0.181
6458,6458,5LwuYetop8ym6rbX86DGs3,electronica,24,0.804,0.527,0.633,0.364,0.103
6459,6459,4qA8M5hJn45rtFyWH5Ixar,folk,8,0.345,0.724,0.369,0.86,0.0592
6460,6460,26iYJEimPCE0ozDlpj0UFN,country,4,0.163,0.705,0.669,0.673,0.0966
6461,6461,6cbqh8woSu03Vj8s1PCK9C,reggae,0,0.116,0.895,0.752,0.773,0.14
6462,6462,6kLp24Op7cOu8iQkU46sBv,jazz,16,0.965,0.624,0.359,0.206,0.101
6463,6463,6q6PeTloTbL2vb1Gt9sQQc,electronica,2,0.00903,0.764,0.759,0.937,0.0746
6464,6464,6TD6Ko7sMnYoY57aave28g,r&b,22,0.479,0.708,0.87,0.58,0.111
6465,6465,598UYsme1D5MkXHDXf4j6h,r&b,3,0.0428,0.691,0.875,0.534,0.144
6466,6466,1g4eJ28gfl9zEjsDKkkrij,classical,1,0.756,0.312,0.126,0.068,0.095
6467,6467,4HGnaC75z2Qpo6Fyyg0ltF,classical,14,0.99,0.398,0.0695,0.19,0.0875
6468,6468,2iGuYdxfCarzWld275wPVV,orchestra,5,0.878,0.339,0.0374,0.251,0.105
6469,6469,71MgHtkk3bMttlmroPZotq,classical,20,0.984,0.188,0.0376,0.0394,0.0801
6470,6470,6SI4JD7iyQ0rrudhCNtMv0,rap,5,0.219,0.683,0.902,0.724,0.226
6471,6471,0sygO45O9Gq8HGJ5ED1UDz,funk,5,0.153,0.428,0.564,0.452,0.0532
6472,6472,6KXMwEIPhLcoWCrpfQuIVp,funk,1,0.00346,0.569,0.48,0.518,0.998
6473,6473,1KmYBtkUr7uQXDG6ymdbRj,metal,17,0.000258,0.475,0.863,0.285,0.103
6474,6474,0QcIphdyZIVgFvW7ijEiPX,metal,24,0.426,0.567,0.707,0.747,0.0547
6475,6475,4WnnfqHr6h4viZoyvKaIiM,orchestra,24,0.986,0.206,0.0222,0.0383,0.0871
6476,6476,0RNockNqurXLch6HQpnefG,reggae,18,0.0352,0.446,0.701,0.775,0.29
6477,6477,1PBk2knn4anq0vaS5KGDG2,pop,11,0.00622,0.548,0.895,0.616,0.108
6478,6478,6DJoLa3EsX2PWQAIkjw08F,r&b,25,0.133,0.775,0.568,0.769,0.0576
6479,6479,411qGuPLMhUuiosRsF5H7t,classical,15,0.961,0.291,0.267,0.208,0.356
6480,6480,7meiCJ2CX9F7QBGcX22dKX,classical,6,0.904,0.214,0.000825,0.0383,0.0784
6481,6481,4DwIdM47pqj2T1dmL03AtN,orchestra,11,0.969,0.235,0.165,0.157,0.133
6482,6482,5flqTFPkK7OQQ3pg8PkQI8,classical,8,0.968,0.267,0.0828,0.122,0.388
6483,6483,6O4BH3bGqslycBcEYlo8w6,funk,18,0.132,0.569,0.733,0.596,0.1
6484,6484,7acvvbvysxg0towd07JdnB,pop,2,0.309,0.552,0.441,0.275,0.13
6485,6485,3TSdkwPeUfvgLwNTF8gfC0,jazz,3,0.526,0.601,0.314,0.316,0.0937
6486,6486,0TQDzRIxkn7Z3FU5Las5QC,pop,23,0.0071,0.545,0.87,0.373,0.219
6487,6487,4UDVCaxhh4czyYQudPiAce,reggae,24,0.129,0.808,0.434,0.521,0.107
6488,6488,4rcSvYi807urIIqfeX3tBo,funk,18,0.00893,0.365,0.875,0.655,0.0786
6489,6489,21WIpZXepY9HA7NDwYiNaM,metal,5,9.11e-05,0.459,0.966,0.376,0.217
6490,6490,4lj4cW45UP5tQ8AhRxnQi9,jazz,5,0.857,0.364,0.114,0.0575,0.0839
6491,6491,7JhXK8J5V7vYs6wGZma1qm,rap,20,0.315,0.66,0.714,0.541,0.18
6492,6492,3oUSdLtRYOSvXcLMrHctv7,pop,12,0.00866,0.666,0.688,0.433,0.0964
6493,6493,332JQaT9IA2SiJlGox8opM,rap,4,0.143,0.591,0.73,0.362,0.0886
6494,6494,7h6rWJPResRa8xkvnJpxqY,funk,7,0.925,0.506,0.291,0.29,0.102
6495,6495,5U2hi2KoW2iknnBXxspglI,rock,9,0.000111,0.225,0.936,0.653,0.122
6496,6496,6uq7EUya2D6qL2rv7ozdIe,pop,0,0.163,0.491,0.675,0.665,0.132
6497,6497,4L3BtMlbcNciZ6k2ZTp72d,soul,0,0.281,0.844,0.495,0.91,0.169
6498,6498,29nlaI47y9QaJ7Hw6MsUpb,country,22,0.616,0.347,0.315,0.102,0.163
6499,6499,7cm93ymXYQy1XRdYx4i5Jy,jazz,4,0.933,0.449,0.203,0.152,0.114
6500,6500,0tJujki11m1UNZ16tClZEl,soul,0,0.743,0.643,0.092,0.684,0.0781
6501,6501,6N2I2nV6hNWtjW9Exqkhb4,jazz,12,0.877,0.607,0.391,0.668,0.204
6502,6502,1N90cV79gbBgO0bOs74Y0t,pop,20,0.362,0.786,0.735,0.747,0.176
6503,6503,7Db4ViXHhXYznDDRdfX2VB,pop,2,0.0235,0.567,0.544,0.526,0.0934
6504,6504,5OaawqXL5VdO3a6r0Lffqt,classical,1,0.927,0.444,0.305,0.305,0.298
6505,6505,0LCZhAp3a1E9B768SYfYXS,electronica,5,0.0133,0.558,0.693,0.131,0.12
6506,6506,31BIfWawTAEnp8KsAasy13,metal,7,6.38e-06,0.215,0.946,0.443,0.155
6507,6507,0kIdLDYoVzLjbmwhNaSgrt,rock,3,0.728,0.509,0.318,0.363,0.235
6508,6508,0dDdE5qpOjOFoHJy2deil5,electronica,16,0.0603,0.87,0.736,0.847,0.0377
6509,6509,35U4hu9IbGl2s81v5hv5ir,electronica,2,0.000637,0.729,0.659,0.311,0.118
6510,6510,4HMptEInOi2qAZHRh8MCMj,country,18,0.663,0.744,0.268,0.7,0.118
6511,6511,6z3JD6IqVvu6TUBtCfQPbe,rock,11,0.0734,0.609,0.912,0.564,0.159
6512,6512,6NQRhp9Vv5RRySazV7ttBl,folk,18,0.989,0.524,0.195,0.526,0.139
6513,6513,2Ep2rtc6JKrSV47Cl4LzWY,reggae,2,0.00469,0.614,0.597,0.549,0.193
6514,6514,0Xif5XP4V2xrQ5AoNTUJtx,country,13,0.0997,0.563,0.43,0.155,0.0873
6515,6515,7k66NatQbLlDAvhWQEl4AR,rap,19,0.658,0.864,0.722,0.651,0.135
6516,6516,5SEJ5QlvdA2B7OByiECF1W,electronica,11,0.0478,0.646,0.649,0.727,0.353
6517,6517,2sNAjuCXxyj8jHt93t9IJ9,soul,23,0.538,0.801,0.434,0.661,0.0729
6518,6518,0g5HMIpIO92FFVSxsD8RqB,r&b,21,0.0256,0.611,0.584,0.32,0.112
6519,6519,3bhIqJjDGe5IPmFMOzU6PN,classical,1,0.972,0.241,0.0282,0.0908,0.33
6520,6520,6iDaMej2YY21OfOMfUXVe2,funk,15,0.461,0.683,0.409,0.741,0.119
6521,6521,6OGZsd1lnsUbcCJCSl0SpE,orchestra,0,0.959,0.169,0.213,0.0699,0.0885
6522,6522,1cojSYj0ugS7tmcwKIxMX4,metal,14,0.000881,0.627,0.752,0.472,0.105
6523,6523,5EJqQ4qSjthWUc6g7y7NT0,electronica,17,0.0157,0.682,0.587,0.498,0.126
6524,6524,2KdsPGSUXbSZyq4oiDOqAe,hip hop,25,0.152,0.866,0.605,0.723,0.372
6525,6525,0HqEoqXs2e6j4jcV0AsQ1H,folk,13,0.225,0.488,0.674,0.724,0.728
6526,6526,4X3y3QTcFefiXmcxGrJQZr,r&b,6,0.304,0.434,0.36,0.122,0.0967
6527,6527,50tHiUXqfb8gZvuT7xINS1,reggae,5,0.0556,0.737,0.645,0.862,0.105
6528,6528,2kwxN1whHc0YR0cBHR5iOi,hip hop,0,0.113,0.752,0.547,0.161,0.107
6529,6529,3sq4XmEoGf3rDKVOjNDcYo,reggae,18,0.684,0.683,0.876,0.892,0.29
6530,6530,2s8HMy5pSIMSHw4XBFsBxP,orchestra,16,0.761,0.203,0.0178,0.261,0.14
6531,6531,0QEh0WCcOeD3gexadUZARF,funk,3,0.0581,0.515,0.737,0.519,0.0847
6532,6532,78PKCefXwDLbl4FVO1Pjzh,metal,12,0.0629,0.493,0.636,0.279,0.0921
6533,6533,6Zyz8lsnMFpIrCTuvGurCB,rock,0,0.378,0.649,0.425,0.651,0.108
6534,6534,5DINteIRFja5bHRb3lT7gU,country,12,0.369,0.539,0.601,0.519,0.337
6535,6535,1Eck97uRMlprKOOJN9oO1E,hip hop,10,0.00464,0.565,0.771,0.573,0.0568
6536,6536,3OQu3z3okKVmWxSXTTHak5,r&b,7,0.492,0.649,0.536,0.513,0.184
6537,6537,1SphwtRn4YYVffKnTWaugH,metal,17,0.207,0.438,0.843,0.479,0.911
6538,6538,4HRa9ZWcmZ8JD7UySPu0wT,rock,7,0.00183,0.611,0.948,0.79,0.0969
6539,6539,1vNoA9F5ASnlBISFekDmg3,metal,2,0.00756,0.448,0.826,0.19,0.117
6540,6540,3Wnnci3vKfzcdHRRohWOU0,hip hop,9,0.522,0.21,0.577,0.0737,0.373
6541,6541,7GiNDSdH9xpCctG6FSZ55A,country,4,0.358,0.597,0.702,0.469,0.191
6542,6542,5aWVNrjqFHCATLIhS2na3t,soul,9,0.0886,0.846,0.832,0.78,0.0737
6543,6543,5Ab6wicX9kujGbRlZd6bkW,jazz,13,0.919,0.355,0.112,0.154,0.102
6544,6544,5PXhYXlPf6CCGrSeZEmJZH,pop,5,0.00362,0.73,0.637,0.56,0.0642
6545,6545,32s2Dn9EVvO2f85MrpRoBV,r&b,14,0.886,0.583,0.345,0.701,0.166
6546,6546,5GNvTRrghExnVkZfAasBXg,pop,10,0.894,0.42,0.359,0.181,0.344
6547,6547,00B1JAuMgoNe76so0oDqy0,orchestra,16,0.876,0.366,0.196,0.267,0.431
6548,6548,07EDEiPEV8RD8m3HFD2oSa,soul,10,0.037,0.679,0.843,0.953,0.0727
6549,6549,0dJL4yZ4blX8mDPFkUOFtj,classical,19,0.924,0.138,0.0741,0.0374,0.0531
6550,6550,4PCNrrTgcW5lBnUSGGCkhe,orchestra,6,0.937,0.339,0.318,0.838,0.226
6551,6551,5dJS5oBmC6wvJ2nNzl5hNo,jazz,15,0.0701,0.396,0.705,0.775,0.212
6552,6552,05Z7jet4VDNVgNQWcYHnrk,rap,21,0.0556,0.762,0.576,0.316,0.0869
6553,6553,2BGNomqCxEDcXyxf8bg27k,folk,15,0.21,0.364,0.768,0.37,0.503
6554,6554,28clONjZmul6FjfO6tZQDE,metal,12,0.0434,0.494,0.933,0.507,0.228
6555,6555,0M7oqERflkrJVHD3IAZqxo,metal,19,0.0716,0.337,0.886,0.648,0.204
6556,6556,2sZ0NjewprjfrkX1LStXs8,folk,15,0.853,0.614,0.365,0.329,0.143
6557,6557,4KtAeSxfNSWFrJCergMHpz,r&b,11,0.0868,0.412,0.553,0.322,0.384
6558,6558,0kcX87makXzrz9xjbg8dbk,rap,18,0.661,0.613,0.58,0.495,0.135
6559,6559,4wM4c5ly3GR4YYgWSePlSG,rap,5,0.119,0.653,0.675,0.797,0.483
6560,6560,4TUg8KwfQoxv9wZN47yexC,electronica,9,0.788,0.732,0.504,0.701,0.0996
6561,6561,2WxzLbJfPA2vJGxQiKd7Jq,rap,17,0.117,0.431,0.522,0.087,0.952
6562,6562,5iJoCwE8V2niREBvF99hoB,folk,25,0.85,0.515,0.238,0.207,0.0917
6563,6563,3HkiXsv8XHCC7o52XZGIDd,rap,22,0.00552,0.66,0.934,0.362,0.0943
6564,6564,0lTn7yYpzftkx4UzNNwVby,pop,11,0.714,0.352,0.649,0.642,0.351
6565,6565,7rqaqQurHzR5xHAhdm1gmM,country,23,0.0192,0.705,0.7,0.765,0.0755
6566,6566,2RXjRQ4RadpQTecRfRHa13,hip hop,20,0.117,0.77,0.403,0.448,0.319
6567,6567,07YlTLGFG2LsTkqGFwY5jC,rap,20,0.26,0.773,0.422,0.529,0.279
6568,6568,3wrP2GVxWH8VpHPOsKhYgz,r&b,12,0.0517,0.731,0.818,0.812,0.0743
6569,6569,2zLD4tKemQ96bnu7ozT4nG,rap,6,0.107,0.734,0.605,0.256,0.173
6570,6570,4xPNaHofsEWeDnD63eIUXp,soul,23,0.596,0.591,0.582,0.906,0.784
6571,6571,2LaJnsDLMC8q5khgYHVjrd,funk,6,0.301,0.443,0.654,0.915,0.577
6572,6572,0cWmYmQ7OjAKiNnH7qtLKk,hip hop,19,0.0103,0.878,0.741,0.627,0.104
6573,6573,7IFhv6rN9MGacivROPwDEa,reggae,2,0.312,0.686,0.374,0.526,0.0671
6574,6574,1Ju7Dn7CNMLDAXJxluU6u5,electronica,12,0.477,0.778,0.675,0.729,0.0974
6575,6575,40b7f9uWyQq8fqo8rBHFvf,r&b,15,0.0566,0.694,0.504,0.605,0.178
6576,6576,5erF0Tqz2xBK1164vtQhEB,electronica,0,0.982,0.316,0.00405,0.301,0.137
6577,6577,6jIFXDNw4vMu7HOMpRrxy7,reggae,5,0.548,0.812,0.497,0.971,0.0434
6578,6578,4egotiztmz50YehBsiN7I9,soul,1,0.00296,0.395,0.86,0.904,0.518
6579,6579,2iOVzavcJ8SHmJf4ZTKOtS,electronica,9,0.836,0.483,0.336,0.173,0.0932
6580,6580,0GUwTPsWiQ3e8igVRSqLja,classical,5,0.964,0.27,0.0172,0.0583,0.0803
6581,6581,0qu9P0DcFcgAycRsbWupnZ,country,6,0.259,0.726,0.33,0.712,0.0704
6582,6582,4nWOJgLM5ep4Tjpn4StA22,orchestra,19,0.974,0.119,0.236,0.0484,0.163
6583,6583,6F84CqAnWGg6CZiWFNDuQ9,pop,3,0.0208,0.575,0.478,0.297,0.144
6584,6584,1DsfSTkmftCG47KbzKOlWR,pop,5,0.00724,0.714,0.871,0.745,0.339
6585,6585,5YIhyj0uiGSJPLARP7nzte,jazz,8,0.85,0.272,0.322,0.238,0.354
6586,6586,099Nt33enZ0yTLlCIcZhuo,rap,12,0.0832,0.817,0.608,0.632,0.344
6587,6587,4mhP1ivns0szzcy53ALYY3,hip hop,17,0.00593,0.545,0.953,0.53,0.423
6588,6588,4GR9MdPIvrkxcEJ4RUbxPk,pop,4,0.315,0.519,0.742,0.246,0.0836
6589,6589,5wane5dFpp8xgriui6y0c7,country,24,0.146,0.664,0.556,0.494,0.113
6590,6590,7AzunAhx3JfoHxYS5N6KVx,rap,21,0.0264,0.685,0.689,0.316,0.0942
6591,6591,1uodd33NSBU09KQLOoXLle,orchestra,25,0.95,0.217,0.175,0.0728,0.571
6592,6592,1XoPQ4K8MELMgtW5VVgXfN,funk,16,0.165,0.664,0.57,0.334,0.309
6593,6593,0APt4t1Dab58sYmGQ4jgij,folk,22,0.763,0.784,0.459,0.931,0.0684
6594,6594,1BBc8WHLCPg8k2M6SeC9am,hip hop,4,0.293,0.69,0.572,0.396,0.12
6595,6595,4AFgK4wP1iD5i8BYaLr9Vf,rap,13,0.109,0.807,0.736,0.54,0.104
6596,6596,0Dq9mVpQjKXWWARmfNFtt4,hip hop,21,0.19,0.611,0.622,0.386,0.17
6597,6597,0qKCm8yeHoRJTpryDDQ9TT,soul,12,0.289,0.624,0.695,0.787,0.144
6598,6598,4NCVxyiXDQyxtPSCtrhKLs,folk,0,0.334,0.59,0.691,0.658,0.0938
6599,6599,2FWmn8Ew1OH3rceumnevfH,folk,16,0.557,0.689,0.615,0.868,0.327
6600,6600,4hBXvHGQYcompFjc2U9ZIE,classical,7,0.991,0.328,0.00436,0.157,0.058
6601,6601,0HZlND4giwzgolBpaNIRGV,folk,18,0.446,0.293,0.74,0.516,0.0998
6602,6602,2UcBiS5Mmy000oa6d0CtU2,orchestra,15,0.923,0.188,0.0128,0.0396,0.53
6603,6603,5IphkwTrCUdpPSLFBLCDYT,orchestra,19,0.878,0.211,0.196,0.221,0.107
6604,6604,0vB3z9Jp1OFTV9gZDYkVG1,soul,19,0.975,0.229,0.0723,0.0738,0.087
6605,6605,3uq6qe8ouF012GLOcLyWcH,funk,7,0.356,0.765,0.55,0.688,0.102
6606,6606,123Eg8svad5nThKIbdTJTS,reggae,21,0.234,0.963,0.794,0.947,0.0499
6607,6607,6UpsqiscTyymVAna85sors,classical,9,0.975,0.248,0.212,0.0563,0.103
6608,6608,0ZO3xca4fN38Be1un20nc9,jazz,25,0.865,0.532,0.132,0.332,0.166
6609,6609,1pyGzIcVMlrn1SCr0DfuuS,rock,0,0.104,0.607,0.774,0.4,0.977
6610,6610,3mTxnOaSLMtl71UAOnkjun,r&b,6,0.373,0.38,0.556,0.223,0.171
6611,6611,1lpN3qsugqtMR49xwzHYnt,rock,2,0.0222,0.595,0.841,0.579,0.175
6612,6612,2R0Yxd6TeRXwEnEgez1ZJZ,country,15,0.187,0.604,0.862,0.836,0.251
6613,6613,5gzekvtZf0zYqjuroPVtjr,funk,0,0.708,0.91,0.359,0.798,0.0977
6614,6614,4bZhl0f9l9wkTa6Vkst0RY,country,3,0.144,0.581,0.809,0.816,0.114
6615,6615,6FIsKBZc3EHaTvWndQajIF,rap,5,0.0759,0.757,0.655,0.897,0.0743
6616,6616,10domQBk5oAdI8thuGJqUJ,hip hop,11,0.473,0.543,0.837,0.893,0.209
6617,6617,7nH1DdG8js8Cu7CMbRCYqG,orchestra,3,0.848,0.241,0.239,0.0338,0.139
6618,6618,5k0cYQMQ8YKxJVp34DN49L,metal,23,0.0007,0.202,0.908,0.372,0.619
6619,6619,4qbqVVHKISVndkW40zkixE,classical,1,0.977,0.386,0.154,0.15,0.263
6620,6620,7ntbygnntLmceg6aYl0nT4,soul,21,0.153,0.449,0.532,0.441,0.149
6621,6621,7m5VzmrIicajMZJpZU2w5s,country,6,0.684,0.471,0.535,0.0695,0.839
6622,6622,4eIKqkimOjoWdoF5SKCB4X,orchestra,25,0.881,0.104,0.0952,0.0521,0.375
6623,6623,35zxgTnwaPoPD8JI9gi6v0,r&b,12,0.265,0.532,0.639,0.184,0.0916
6624,6624,2qHqfb0eHHCT7z8JiaFw8W,metal,8,3.45e-05,0.536,0.97,0.231,0.193
6625,6625,0BcLpX66X5fTdBSnsCMFyP,funk,5,0.131,0.872,0.527,0.624,0.153
6626,6626,4f3hGEjA7BnujnDYz7gHZ6,electronica,11,0.0758,0.628,0.625,0.148,0.48
6627,6627,6PZ4VOQLEJF7bS4XAKuq50,classical,10,0.842,0.168,0.0831,0.0569,0.128
6628,6628,3aLyBLrs3tgtXeWknUhVQk,orchestra,22,0.875,0.197,0.103,0.107,0.108
6629,6629,6BOqVMxqQxkxknO3COfzrG,country,6,0.19,0.825,0.468,0.24,0.323
6630,6630,4EgKcG7aswxVfQEqa3dl8S,folk,24,0.655,0.699,0.197,0.361,0.0716
6631,6631,1Aix42Q7mxGLMDglHhIOg3,soul,13,0.403,0.427,0.818,0.749,0.138
6632,6632,6reF60Z1fDFvCpIVLlGupg,folk,20,0.751,0.339,0.28,0.562,0.101
6633,6633,2sE2ZJa3XjbuhUvwWFLqr1,soul,2,0.157,0.625,0.487,0.25,0.0825
6634,6634,6zpQwILPal7KfCFfKRKu4u,rap,19,0.382,0.773,0.372,0.359,0.111
6635,6635,0NnyYBnyStcNKDu7PejLPF,funk,17,0.367,0.75,0.78,0.738,0.153
6636,6636,5jBvHx7mVWbhfBPbQdwPA8,rock,22,0.113,0.457,0.604,0.311,0.128
6637,6637,6f2q4uxbxX4fSotAk7tRxZ,orchestra,1,0.99,0.262,0.0566,0.0574,0.0796
6638,6638,6oBVQQ4y3KkStoa0apQPrK,folk,25,0.757,0.551,0.741,0.556,0.0598
6639,6639,4jeEPSqIurJl1D2GK5Djxk,funk,20,0.598,0.336,0.75,0.725,0.109
6640,6640,330EfGkhYhSake0MY2SOiA,rock,15,0.00954,0.475,0.913,0.664,0.0916
6641,6641,6niNEBHFV7ga3HKAPcmADu,folk,20,0.18,0.626,0.655,0.893,0.0434
6642,6642,2ZvzIfFBkfgjTMyOkLviRy,funk,11,0.659,0.65,0.826,0.186,0.2
6643,6643,6DRsEO5yuEGBF87qpyMB4d,country,10,0.0453,0.574,0.937,0.446,0.242
6644,6644,2AbK83jL37MKmIH5cjzOvj,classical,6,0.928,0.229,0.191,0.138,0.145
6645,6645,3awU4bBZTmisGbeJJ4xb3c,hip hop,10,0.0206,0.837,0.521,0.793,0.327
6646,6646,5TEiQjMBwS3xL6w4YMOQ2a,country,11,0.096,0.613,0.619,0.636,0.187
6647,6647,1dzfGr4PZ5npvdv6DWvycB,rock,24,0.331,0.502,0.765,0.408,0.177
6648,6648,3u49n658xRS0pjHxHFRkOf,rock,21,0.0144,0.406,0.887,0.806,0.369
6649,6649,2SPGBajt2LS7QcluykeOtw,pop,8,0.378,0.842,0.44,0.655,0.135
6650,6650,6zeE5tKyr8Nu882DQhhSQI,rock,25,0.367,0.475,0.322,0.387,0.11
6651,6651,2pLSgbc3CEXtoCXfuMOTmU,country,8,0.362,0.497,0.611,0.3,0.08
6652,6652,4C6JkciPOGi46ZdOoqxtwC,country,11,0.0746,0.661,0.773,0.554,0.55
6653,6653,6YCAJqpG0uSZSwidZODdjW,jazz,7,0.845,0.624,0.131,0.39,0.0991
6654,6654,1sGdnwgcaUgKv9pEVGYqI9,country,13,0.119,0.536,0.899,0.507,0.331
6655,6655,7GbQdg0zBhXkNYbRiojA45,hip hop,13,0.152,0.835,0.649,0.494,0.14
6656,6656,49SbyeYqTpGaf4s6mMVOWV,reggae,21,0.084,0.78,0.441,0.899,0.0729
6657,6657,2gZbm7u848MFqDPiymZm8h,soul,21,0.898,0.635,0.206,0.501,0.172
6658,6658,5rX60GiR64Epgri9Ubjzg9,pop,3,0.0599,0.654,0.599,0.333,0.161
6659,6659,1tgc1TOjgDSE36kywO7oEN,funk,16,0.732,0.68,0.411,0.468,0.0981
6660,6660,7aSvPfoqiM0zwPqupLGaHd,pop,13,0.149,0.725,0.77,0.647,0.0641
6661,6661,1yRl361oS9xXUIDN3GF7pd,classical,8,0.936,0.25,0.129,0.109,0.118
6662,6662,0USNMtzsA6Id89tiSUlfRZ,reggae,13,0.058,0.689,0.59,0.665,0.123
6663,6663,3S5Ie4w4y3QKM6FahgrW6O,hip hop,25,0.0895,0.586,0.788,0.565,0.0684
6664,6664,2XXj9OEaF7GgkPSFI4T7eG,metal,10,0.0855,0.401,0.736,0.303,0.113
6665,6665,11cHTwgw5L3qrNcv5Ugv0O,jazz,12,0.387,0.574,0.541,0.679,0.301
6666,6666,0x77qH7TpzfsSNhl2PQYTu,orchestra,8,0.942,0.493,0.0743,0.36,0.345
6667,6667,6kVauIy0iOT2u1Gs8TBIqJ,electronica,23,0.78,0.763,0.419,0.689,0.204
6668,6668,2ZZo65CEkA83Q662zNebIP,metal,4,0.00682,0.169,0.932,0.267,0.317
6669,6669,3NerEd57tNaMeaR57mAoJb,electronica,21,0.989,0.149,0.187,0.0604,0.0949
6670,6670,4IqA0UomZV9pVJu88RSdk0,country,15,0.798,0.647,0.444,0.382,0.122
6671,6671,3EUl8M6SzxZl03NPkB8mUd,country,19,0.554,0.702,0.632,0.457,0.127
6672,6672,46XzvI0GXvRwK7LV6vdn2v,rock,1,0.0695,0.374,0.925,0.525,0.262
6673,6673,6A66ij26eOhBoMyFhbY493,electronica,18,3.11e-05,0.375,0.667,0.442,0.673
6674,6674,0EMDssmn3AFNf3oGUM7aeu,reggae,23,0.072,0.561,0.739,0.586,0.0924
6675,6675,3VZQshi4COChhXaz7cLP02,pop,8,0.00855,0.714,0.905,0.838,0.146
6676,6676,45wdPEiLuyv4oSwWQOX93R,country,16,0.359,0.473,0.59,0.334,0.101
6677,6677,2Oi5TLyeal1YurctF6fDnd,classical,19,0.943,0.233,0.212,0.0359,0.117
6678,6678,3CTnRcNX6VCrgu5U0046YK,jazz,25,0.669,0.479,0.193,0.65,0.136
6679,6679,1fC13X9Ob5KI982tNtrOhG,country,10,0.148,0.726,0.595,0.696,0.106
6680,6680,1xZhDC1l6WuIcWNuzqLVsb,classical,23,0.979,0.118,0.0496,0.0843,0.0939
6681,6681,6h5yOjQNDaLZ0rW2OGoXTB,hip hop,23,0.00652,0.822,0.76,0.362,0.0403
6682,6682,4X3y3QTcFefiXmcxGrJQZr,pop,11,0.304,0.434,0.36,0.122,0.0967
6683,6683,4eObWNJwTvfQe66wIzfHjb,rock,0,0.00235,0.643,0.271,0.263,0.546
6684,6684,3RrumTYvxSLX8SwLrZCjNd,soul,5,0.669,0.473,0.158,0.599,0.273
6685,6685,1yeTf9ZUaNlJ7637FJLtRa,funk,17,0.53,0.604,0.631,0.494,0.123
6686,6686,2fiMQ44VojtY1IODTpRlnh,funk,16,0.15,0.303,0.63,0.483,0.134
6687,6687,4Fu6kDeNo7PSyTX42rF1bf,orchestra,3,0.98,0.217,0.0687,0.0484,0.0935
6688,6688,3BbEUsJcM8B6oZDLkkxUxL,pop,15,0.232,0.827,0.525,0.553,0.548
6689,6689,6mJtRrHFk0gESefQOYM7O7,classical,2,0.932,0.0721,0.03,0.0416,0.16
6690,6690,3Z7PrpGgfe7Iwz9qPVdHq0,r&b,17,0.0431,0.668,0.785,0.513,0.111
6691,6691,1kFlDnWmBTvCBxxeGDpIdp,rap,15,0.227,0.811,0.609,0.439,0.102
6692,6692,4s0Fw4t5lDqYonGecnLu41,classical,6,0.985,0.361,0.162,0.382,0.478
6693,6693,6itnqk7S8H9jy54cuVxvSu,orchestra,11,0.964,0.299,0.209,0.0814,0.302
